"Date Time,""p (mbar)"",""T (degC)"",""Tpot (K)"",""Tdew (degC)"",""rh (%)"",""VPmax (mbar)"",""VPact (mbar)"",""VPdef (mbar)"",""sh (g/kg)"",""H2OC (mmol/mol)"",""rho (g/m**3)"",""wv (m/s)"",""max. wv (m/s)"",""wd (deg)"""
10.01.2009 08:50:00,1003.80,-14.83,258.05,-16.63,86.00,1.92,1.66,0.27,1.03,1.65,1352.79,0.73,1.38,160.70
10.01.2009 09:00:00,1003.89,-15.09,257.78,-17.12,84.30,1.88,1.59,0.30,0.98,1.58,1354.31,0.84,1.63,139.10
10.01.2009 09:10:00,1003.99,-15.50,257.37,-17.41,85.10,1.82,1.55,0.27,0.96,1.54,1356.62,0.47,1.13,123.60
10.01.2009 09:20:00,1003.91,-15.39,257.48,-17.24,85.60,1.84,1.57,0.26,0.97,1.57,1355.92,0.16,0.63,194.30
10.01.2009 09:30:00,1003.88,-14.79,258.08,-16.65,85.60,1.93,1.65,0.28,1.02,1.65,1352.69,0.41,0.88,185.60
10.01.2009 09:40:00,1003.86,-14.34,258.54,-16.33,84.70,2.00,1.70,0.31,1.05,1.69,1350.29,0.71,1.25,198.10
10.01.2009 09:50:00,1003.86,-13.76,259.11,-15.79,84.50,2.10,1.78,0.33,1.10,1.77,1347.23,0.27,1.00,205.20
10.01.2009 10:00:00,1003.83,-12.71,260.17,-14.81,84.10,2.29,1.93,0.36,1.20,1.92,1341.68,0.57,1.13,199.90
10.01.2009 10:10:00,1003.74,-12.09,260.79,-14.67,80.90,2.41,1.95,0.46,1.21,1.94,1338.37,0.65,1.00,176.60
10.01.2009 10:20:00,1003.77,-12.06,260.82,-15.04,78.30,2.42,1.89,0.52,1.17,1.88,1338.28,0.93,1.38,195.60
10.01.2009 10:30:00,1003.79,-12.03,260.85,-15.07,77.90,2.42,1.89,0.54,1.17,1.88,1338.16,0.80,1.25,191.80
10.01.2009 10:40:00,1003.87,-11.20,261.67,-14.46,76.60,2.59,1.98,0.61,1.23,1.98,1333.97,0.52,1.25,170.50
10.01.2009 10:50:00,1003.86,-10.59,262.28,-14.34,73.70,2.72,2.00,0.72,1.24,2.00,1330.84,0.78,1.63,158.00
10.01.2009 11:00:00,1003.83,-9.97,262.90,-14.01,72.10,2.86,2.06,0.80,1.28,2.05,1327.65,0.44,0.88,151.70
10.01.2009 11:10:00,1003.58,-9.49,263.40,-13.83,70.40,2.97,2.09,0.88,1.30,2.08,1324.89,0.80,1.38,172.30
10.01.2009 11:20:00,1003.56,-9.42,263.47,-14.05,68.78,2.99,2.05,0.93,1.27,2.05,1324.53,0.66,1.25,179.60
10.01.2009 11:30:00,1003.39,-8.97,263.93,-13.55,69.16,3.09,2.14,0.95,1.33,2.13,1322.00,0.51,1.13,162.00
10.01.2009 11:40:00,1003.25,-8.39,264.52,-13.09,68.64,3.24,2.22,1.02,1.38,2.22,1318.88,0.33,0.88,170.00
10.01.2009 11:50:00,1003.16,-7.75,265.17,-12.87,66.47,3.40,2.26,1.14,1.40,2.26,1315.57,0.59,1.25,202.30
10.01.2009 12:00:00,1003.13,-7.48,265.44,-12.57,66.70,3.48,2.32,1.16,1.44,2.31,1314.16,0.87,1.63,169.90
10.01.2009 12:10:00,1003.05,-7.10,265.83,-12.34,65.94,3.58,2.36,1.22,1.47,2.35,1312.16,0.77,1.25,178.70
10.01.2009 12:20:00,1002.89,-6.92,266.02,-12.25,65.54,3.63,2.38,1.25,1.48,2.37,1311.07,0.83,1.50,192.40
10.01.2009 12:30:00,1002.88,-6.41,266.53,-11.87,64.98,3.78,2.45,1.32,1.52,2.45,1308.51,0.77,1.38,192.10
10.01.2009 12:40:00,1002.77,-5.89,267.06,-11.65,63.50,3.93,2.50,1.44,1.55,2.49,1305.76,1.03,1.63,208.60
10.01.2009 12:50:00,1002.56,-5.84,267.12,-11.62,63.47,3.94,2.50,1.44,1.55,2.50,1305.28,1.08,1.50,212.40
10.01.2009 13:00:00,1002.51,-5.02,267.95,-11.03,62.50,4.20,2.63,1.58,1.63,2.62,1301.14,0.78,1.38,193.60
10.01.2009 13:10:00,1002.39,-4.35,268.63,-10.79,60.55,4.42,2.68,1.74,1.66,2.67,1297.71,1.14,1.88,204.70
10.01.2009 13:20:00,1002.29,-4.67,268.32,-10.84,61.74,4.32,2.66,1.65,1.66,2.66,1299.12,1.28,1.63,211.10
10.01.2009 13:30:00,1002.28,-4.40,268.59,-10.40,62.69,4.40,2.76,1.64,1.72,2.75,1297.78,1.15,1.75,207.80
10.01.2009 13:40:00,1002.23,-3.96,269.03,-10.42,60.54,4.55,2.76,1.80,1.71,2.75,1295.60,1.25,1.75,203.40
10.01.2009 13:50:00,1002.12,-3.90,269.10,-10.40,60.36,4.57,2.76,1.81,1.72,2.75,1295.17,1.18,1.50,199.70
10.01.2009 14:00:00,1002.17,-3.82,269.18,-10.18,61.07,4.60,2.81,1.79,1.75,2.80,1294.80,0.67,1.00,148.10
10.01.2009 14:10:00,1002.10,-4.34,268.66,-10.05,64.15,4.43,2.84,1.59,1.76,2.83,1297.20,0.76,1.38,143.90
10.01.2009 14:20:00,1002.08,-4.08,268.93,-9.57,65.38,4.51,2.95,1.56,1.83,2.94,1295.86,1.07,1.63,190.20
10.01.2009 14:30:00,1002.14,-3.32,269.67,-9.25,63.35,4.78,3.03,1.75,1.88,3.02,1292.29,0.70,1.25,181.90
10.01.2009 14:40:00,1002.14,-2.66,270.33,-9.28,60.17,5.02,3.02,2.00,1.88,3.01,1289.14,0.68,1.25,225.70
10.01.2009 14:50:00,1002.14,-2.45,270.55,-9.09,60.08,5.10,3.06,2.04,1.90,3.06,1288.10,0.82,1.13,201.30
10.01.2009 15:00:00,1002.16,-2.24,270.75,-8.99,59.67,5.18,3.09,2.09,1.92,3.08,1287.13,0.63,1.13,191.40
10.01.2009 15:10:00,1002.17,-2.64,270.35,-9.21,60.37,5.03,3.03,1.99,1.89,3.03,1289.06,0.43,1.13,192.70
10.01.2009 15:20:00,1002.14,-2.73,270.26,-9.11,61.28,4.99,3.06,1.93,1.90,3.05,1289.45,0.27,0.75,155.40
10.01.2009 15:30:00,1002.14,-2.89,270.11,-9.29,61.11,4.93,3.02,1.92,1.87,3.01,1290.21,0.14,0.75,147.20
10.01.2009 15:40:00,1002.23,-3.16,269.83,-9.42,61.73,4.84,2.98,1.85,1.85,2.98,1291.64,0.44,1.13,52.56
10.01.2009 15:50:00,1002.26,-3.12,269.86,-9.23,62.51,4.85,3.03,1.82,1.88,3.02,1291.48,0.31,0.88,118.10
10.01.2009 16:00:00,1002.26,-3.16,269.83,-9.30,62.29,4.84,3.01,1.82,1.87,3.01,1291.64,0.26,0.88,168.50
10.01.2009 16:10:00,1002.13,-3.82,269.18,-9.64,63.73,4.60,2.93,1.67,1.82,2.93,1294.70,0.13,0.63,162.50
10.01.2009 16:20:00,1002.08,-4.89,268.11,-9.90,67.73,4.24,2.87,1.37,1.79,2.87,1299.84,0.06,0.38,115.80
10.01.2009 16:30:00,1002.14,-5.57,267.42,-9.93,71.20,4.03,2.87,1.16,1.78,2.86,1303.22,0.29,0.63,74.80
10.01.2009 16:40:00,1002.15,-6.11,266.89,-9.97,73.90,3.87,2.86,1.01,1.78,2.85,1305.85,0.40,0.63,53.88
10.01.2009 16:50:00,1002.17,-6.41,266.59,-9.99,75.50,3.78,2.85,0.93,1.77,2.85,1307.35,0.37,0.88,47.25
10.01.2009 17:00:00,1002.18,-6.59,266.41,-10.10,75.90,3.72,2.83,0.90,1.76,2.82,1308.27,0.32,0.75,50.78
10.01.2009 17:10:00,1002.15,-6.71,266.29,-9.72,79.00,3.69,2.92,0.78,1.81,2.91,1308.78,0.22,0.63,200.70
10.01.2009 17:20:00,1002.22,-7.03,265.96,-9.48,82.50,3.60,2.97,0.63,1.85,2.96,1310.42,0.98,1.75,219.20
10.01.2009 17:30:00,1002.25,-7.15,265.84,-9.28,84.60,3.57,3.02,0.55,1.87,3.01,1311.04,1.43,2.00,224.80
10.01.2009 17:40:00,1002.26,-7.19,265.80,-9.22,85.30,3.56,3.03,0.52,1.88,3.03,1311.23,1.31,1.88,202.40
10.01.2009 17:50:00,1002.15,-7.44,265.56,-9.36,86.00,3.49,3.00,0.49,1.86,2.99,1312.34,0.91,1.88,210.90
10.01.2009 18:00:00,1002.16,-7.70,265.30,-9.65,85.80,3.42,2.93,0.49,1.82,2.93,1313.68,0.11,0.38,224.90
10.01.2009 18:10:00,1002.24,-8.01,264.98,-9.88,86.30,3.34,2.88,0.46,1.79,2.87,1315.34,0.22,0.50,182.30
10.01.2009 18:20:00,1002.27,-8.10,264.89,-9.81,87.40,3.31,2.89,0.42,1.80,2.89,1315.82,0.20,0.75,108.50
10.01.2009 18:30:00,1002.27,-8.16,264.83,-9.88,87.30,3.30,2.88,0.42,1.79,2.87,1316.13,0.32,1.00,120.40
10.01.2009 18:40:00,1002.29,-8.72,264.27,-10.43,87.30,3.15,2.75,0.40,1.71,2.75,1319.00,0.70,1.13,126.40
10.01.2009 18:50:00,1002.27,-9.17,263.82,-10.76,88.10,3.04,2.68,0.36,1.67,2.68,1321.26,0.60,1.25,145.20
10.01.2009 19:00:00,1002.27,-9.50,263.49,-11.03,88.50,2.97,2.63,0.34,1.63,2.62,1322.94,0.81,1.63,169.60
10.01.2009 19:10:00,1002.25,-9.73,263.26,-11.13,89.40,2.91,2.60,0.31,1.62,2.60,1324.08,0.73,1.25,176.90
10.01.2009 19:20:00,1002.29,-9.70,263.29,-10.96,90.40,2.92,2.64,0.28,1.64,2.63,1323.96,0.81,1.75,160.70
10.01.2009 19:30:00,1002.29,-9.49,263.50,-10.69,90.90,2.97,2.70,0.27,1.68,2.69,1322.87,0.32,1.50,109.80
10.01.2009 19:40:00,1002.27,-9.48,263.51,-10.71,90.70,2.97,2.69,0.28,1.67,2.69,1322.80,0.22,0.63,180.90
10.01.2009 19:50:00,1002.27,-9.63,263.36,-10.91,90.30,2.94,2.65,0.28,1.65,2.65,1323.58,0.43,0.75,181.30
10.01.2009 20:00:00,1002.21,-9.44,263.55,-10.57,91.40,2.98,2.72,0.26,1.69,2.72,1322.51,1.29,2.38,178.60
10.01.2009 20:10:00,1002.19,-9.04,263.96,-10.12,91.80,3.08,2.82,0.25,1.75,2.82,1320.43,1.85,3.38,170.20
10.01.2009 20:20:00,1002.23,-9.14,263.85,-10.31,91.10,3.05,2.78,0.27,1.73,2.77,1321.01,0.82,2.13,172.50
10.01.2009 20:30:00,1002.23,-9.43,263.56,-10.66,90.70,2.98,2.71,0.28,1.68,2.70,1322.50,0.94,2.00,155.10
10.01.2009 20:40:00,1002.24,-9.80,263.19,-11.05,90.50,2.90,2.62,0.28,1.63,2.62,1324.41,0.77,1.75,98.80
10.01.2009 20:50:00,1002.27,-10.24,262.75,-11.46,90.70,2.80,2.54,0.26,1.58,2.53,1326.71,0.62,1.50,137.20
10.01.2009 21:00:00,1002.27,-10.31,262.68,-11.39,91.70,2.78,2.55,0.23,1.58,2.54,1327.05,1.47,2.38,193.60
10.01.2009 21:10:00,1002.27,-10.03,262.96,-11.05,92.20,2.84,2.62,0.22,1.63,2.62,1325.60,2.14,3.88,171.20
10.01.2009 21:20:00,1002.27,-10.14,262.85,-11.17,92.10,2.82,2.60,0.22,1.61,2.59,1326.17,1.76,2.75,168.00
10.01.2009 21:30:00,1002.27,-10.38,262.61,-11.41,92.10,2.77,2.55,0.22,1.58,2.54,1327.41,1.64,2.75,163.20
10.01.2009 21:40:00,1002.27,-10.51,262.48,-11.49,92.40,2.74,2.53,0.21,1.57,2.52,1328.07,1.68,3.13,134.40
10.01.2009 21:50:00,1002.28,-10.73,262.26,-11.77,92.00,2.69,2.47,0.22,1.54,2.47,1329.22,0.33,1.13,136.50
10.01.2009 22:00:00,1002.38,-11.22,261.76,-12.29,91.70,2.59,2.37,0.21,1.47,2.37,1331.89,0.73,2.00,156.90
10.01.2009 22:10:00,1002.37,-11.37,261.61,-12.37,92.20,2.55,2.36,0.20,1.46,2.35,1332.66,0.80,2.00,89.50
10.01.2009 22:20:00,1002.47,-11.39,261.59,-12.39,92.20,2.55,2.35,0.20,1.46,2.35,1332.89,0.30,0.75,166.40
10.01.2009 22:30:00,1002.55,-11.12,261.85,-12.03,92.90,2.61,2.42,0.19,1.50,2.42,1331.60,0.94,2.13,146.40
10.01.2009 22:40:00,1002.64,-11.07,261.89,-12.10,92.00,2.62,2.41,0.21,1.50,2.40,1331.46,0.67,1.63,133.00
10.01.2009 22:50:00,1002.64,-11.46,261.50,-12.49,92.00,2.54,2.33,0.20,1.45,2.33,1333.48,0.26,0.88,73.60
10.01.2009 23:00:00,1002.64,-11.43,261.53,-12.43,92.20,2.54,2.34,0.20,1.46,2.34,1333.33,0.48,0.88,211.90
10.01.2009 23:10:00,1002.72,-10.98,261.98,-11.88,93.00,2.64,2.45,0.18,1.52,2.44,1331.09,0.17,0.88,135.20
10.01.2009 23:20:00,1002.76,-10.66,262.29,-11.60,92.70,2.70,2.51,0.20,1.56,2.50,1329.50,0.84,1.38,39.74
10.01.2009 23:30:00,1002.74,-10.43,262.52,-11.39,92.60,2.75,2.55,0.20,1.58,2.54,1328.28,0.77,1.50,56.66
10.01.2009 23:40:00,1002.74,-10.90,262.05,-12.02,91.40,2.65,2.42,0.23,1.51,2.42,1330.72,0.64,1.13,61.26
10.01.2009 23:50:00,1002.76,-10.87,262.08,-11.86,92.30,2.66,2.45,0.20,1.52,2.45,1330.59,0.58,1.50,63.76
11.01.2009 00:00:00,1002.72,-10.75,262.21,-11.76,92.20,2.69,2.48,0.21,1.54,2.47,1329.91,0.74,1.88,109.70
11.01.2009 00:10:00,1002.56,-10.68,262.29,-11.69,92.20,2.70,2.49,0.21,1.55,2.48,1329.33,0.47,1.13,149.30
11.01.2009 00:20:00,1002.64,-10.65,262.31,-11.69,92.00,2.71,2.49,0.22,1.55,2.48,1329.29,0.51,1.25,92.80
11.01.2009 00:30:00,1002.75,-10.66,262.29,-11.70,92.00,2.70,2.49,0.22,1.54,2.48,1329.49,0.52,1.00,115.40
11.01.2009 00:40:00,1002.65,-10.86,262.10,-11.98,91.40,2.66,2.43,0.23,1.51,2.43,1330.39,0.25,0.63,173.90
11.01.2009 00:50:00,1002.75,-11.44,261.51,-12.64,90.70,2.54,2.30,0.24,1.43,2.30,1333.55,0.56,1.00,190.40
11.01.2009 01:00:00,1002.78,-11.77,261.18,-13.00,90.50,2.47,2.24,0.23,1.39,2.23,1335.30,0.58,1.00,167.60
11.01.2009 01:10:00,1002.82,-12.02,260.93,-13.20,90.80,2.42,2.20,0.22,1.37,2.19,1336.65,0.50,1.38,76.20
11.01.2009 01:20:00,1002.75,-12.00,260.96,-13.12,91.30,2.43,2.22,0.21,1.38,2.21,1336.44,0.19,0.50,124.40
11.01.2009 01:30:00,1002.75,-12.10,260.85,-13.24,91.10,2.41,2.19,0.21,1.36,2.19,1336.98,0.43,1.38,62.37
11.01.2009 01:40:00,1002.77,-12.22,260.73,-13.36,91.10,2.38,2.17,0.21,1.35,2.17,1337.63,0.51,1.00,41.50
11.01.2009 01:50:00,1002.76,-12.27,260.68,-13.38,91.30,2.38,2.17,0.21,1.35,2.16,1337.87,0.47,1.00,57.78
11.01.2009 02:00:00,1002.86,-11.80,261.15,-12.79,92.30,2.47,2.28,0.19,1.41,2.27,1335.54,0.59,1.13,242.30
11.01.2009 02:10:00,1003.04,-11.57,261.36,-12.68,91.40,2.51,2.30,0.22,1.43,2.29,1334.59,0.37,1.00,74.70
11.01.2009 02:20:00,1003.26,-12.14,260.78,-13.38,90.40,2.40,2.17,0.23,1.35,2.16,1337.87,0.58,1.13,115.90
11.01.2009 02:30:00,1003.44,-12.38,260.52,-13.56,90.80,2.35,2.14,0.22,1.33,2.13,1339.35,0.28,0.75,131.80
11.01.2009 02:40:00,1003.39,-12.12,260.79,-13.22,91.40,2.40,2.20,0.21,1.36,2.19,1337.93,0.37,0.75,84.60
11.01.2009 02:50:00,1003.57,-11.84,261.05,-12.89,91.80,2.46,2.26,0.20,1.40,2.25,1336.70,0.59,1.25,47.33
11.01.2009 03:00:00,1003.82,-11.71,261.17,-12.80,91.50,2.49,2.27,0.21,1.41,2.27,1336.36,0.18,0.75,72.30
11.01.2009 03:10:00,1003.96,-11.97,260.90,-13.18,90.60,2.43,2.20,0.23,1.37,2.20,1337.91,0.38,0.88,192.30
11.01.2009 03:20:00,1003.89,-12.52,260.35,-13.83,89.80,2.33,2.09,0.24,1.30,2.08,1340.70,0.98,1.38,198.70
11.01.2009 03:30:00,1004.00,-12.82,260.04,-14.12,89.90,2.27,2.04,0.23,1.27,2.03,1342.42,1.05,1.50,171.90
11.01.2009 03:40:00,1004.18,-12.95,259.90,-14.20,90.20,2.25,2.03,0.22,1.26,2.02,1343.33,0.69,2.00,173.90
11.01.2009 03:50:00,1004.21,-12.91,259.94,-14.15,90.30,2.25,2.04,0.22,1.26,2.03,1343.16,0.63,1.50,159.60
11.01.2009 04:00:00,1004.02,-13.18,259.68,-14.43,90.20,2.21,1.99,0.22,1.23,1.98,1344.33,0.92,1.38,125.40
11.01.2009 04:10:00,1004.02,-13.32,259.54,-14.57,90.20,2.18,1.97,0.21,1.22,1.96,1345.07,0.71,1.13,172.60
11.01.2009 04:20:00,1004.02,-13.72,259.14,-15.01,89.90,2.11,1.90,0.21,1.18,1.89,1347.18,1.32,3.00,161.40
11.01.2009 04:30:00,1003.90,-13.87,259.00,-15.11,90.20,2.08,1.88,0.20,1.17,1.87,1347.80,1.10,2.75,139.60
11.01.2009 04:40:00,1004.02,-13.93,258.93,-15.13,90.50,2.07,1.88,0.20,1.16,1.87,1348.27,1.47,3.63,153.30
11.01.2009 04:50:00,1003.98,-13.37,259.49,-14.43,91.60,2.17,1.99,0.18,1.23,1.98,1345.27,1.35,2.38,173.00
11.01.2009 05:00:00,1003.84,-12.81,260.06,-13.87,91.70,2.27,2.08,0.19,1.29,2.08,1342.14,1.28,2.13,167.50
11.01.2009 05:10:00,1003.75,-12.86,260.02,-14.01,91.00,2.26,2.06,0.20,1.28,2.05,1342.28,0.77,2.00,183.10
11.01.2009 05:20:00,1003.78,-12.83,260.05,-13.98,91.00,2.27,2.07,0.20,1.28,2.06,1342.16,0.61,1.38,166.60
11.01.2009 05:30:00,1003.69,-12.93,259.96,-14.09,90.90,2.25,2.05,0.20,1.27,2.04,1342.57,1.11,2.38,168.50
11.01.2009 05:40:00,1003.59,-12.62,260.27,-13.76,91.10,2.31,2.10,0.21,1.30,2.10,1340.81,1.45,3.13,166.00
11.01.2009 05:50:00,1003.50,-12.60,260.30,-13.74,91.10,2.31,2.11,0.21,1.31,2.10,1340.58,2.88,3.88,199.10
11.01.2009 06:00:00,1003.54,-12.45,260.45,-13.56,91.30,2.34,2.14,0.20,1.33,2.13,1339.85,2.51,4.25,188.10
11.01.2009 06:10:00,1003.61,-12.27,260.62,-13.41,91.10,2.38,2.16,0.21,1.34,2.16,1339.01,1.98,4.38,170.40
11.01.2009 06:20:00,1003.56,-12.42,260.48,-13.60,90.80,2.35,2.13,0.22,1.32,2.12,1339.73,0.43,1.13,241.40
11.01.2009 06:30:00,1003.58,-12.53,260.36,-13.78,90.30,2.33,2.10,0.23,1.30,2.09,1340.33,0.51,1.00,170.80
11.01.2009 06:40:00,1003.61,-13.08,259.81,-14.43,89.50,2.22,1.99,0.23,1.23,1.98,1343.26,0.66,0.88,181.30
11.01.2009 06:50:00,1003.61,-13.13,259.76,-14.38,90.20,2.21,2.00,0.22,1.24,1.99,1343.52,0.51,1.00,149.30
11.01.2009 07:00:00,1003.62,-12.98,259.91,-14.19,90.50,2.24,2.03,0.21,1.26,2.02,1342.74,1.83,3.25,136.00
11.01.2009 07:10:00,1003.60,-13.15,259.74,-14.43,90.00,2.21,1.99,0.22,1.23,1.98,1343.62,0.69,1.75,178.00
11.01.2009 07:20:00,1003.74,-13.20,259.68,-14.43,90.40,2.20,1.99,0.21,1.23,1.98,1344.06,1.49,2.63,156.50
11.01.2009 07:30:00,1003.82,-13.09,259.79,-14.32,90.40,2.22,2.01,0.21,1.25,2.00,1343.59,1.59,2.75,167.70
11.01.2009 07:40:00,1003.83,-13.17,259.71,-14.41,90.30,2.21,1.99,0.21,1.24,1.99,1344.02,1.38,2.88,166.50
11.01.2009 07:50:00,1004.06,-13.20,259.66,-14.48,90.00,2.20,1.98,0.22,1.23,1.97,1344.49,0.96,1.88,179.70
11.01.2009 08:00:00,1004.09,-13.40,259.46,-14.68,90.00,2.17,1.95,0.22,1.21,1.94,1345.59,0.86,2.13,191.70
11.01.2009 08:10:00,1004.05,-13.17,259.69,-14.41,90.30,2.21,1.99,0.21,1.24,1.99,1344.32,1.19,2.25,161.70
11.01.2009 08:20:00,1004.15,-13.17,259.68,-14.41,90.30,2.21,1.99,0.21,1.24,1.98,1344.45,0.83,2.63,177.90
11.01.2009 08:30:00,1004.17,-12.92,259.93,-14.16,90.30,2.25,2.03,0.22,1.26,2.03,1343.16,0.93,2.00,152.90
11.01.2009 08:40:00,1004.23,-12.54,260.31,-13.83,90.00,2.32,2.09,0.23,1.30,2.08,1341.27,0.77,1.88,120.20
11.01.2009 08:50:00,1004.45,-11.95,260.88,-13.27,89.80,2.44,2.19,0.25,1.36,2.18,1338.47,0.67,1.38,159.10
11.01.2009 09:00:00,1004.55,-11.55,261.27,-12.96,89.20,2.52,2.25,0.27,1.39,2.24,1336.53,0.54,1.13,181.00
11.01.2009 09:10:00,1004.77,-11.16,261.64,-12.57,89.20,2.60,2.32,0.28,1.44,2.31,1334.80,0.67,1.25,113.80
11.01.2009 09:20:00,1004.86,-11.10,261.70,-12.72,87.70,2.61,2.29,0.32,1.42,2.28,1334.62,0.86,1.63,173.40
11.01.2009 09:30:00,1004.97,-11.49,261.30,-13.23,86.80,2.53,2.20,0.33,1.36,2.19,1336.81,0.32,0.88,143.40
11.01.2009 09:40:00,1005.05,-10.89,261.89,-12.56,87.40,2.66,2.32,0.33,1.44,2.31,1333.79,0.27,0.75,175.90
11.01.2009 09:50:00,1005.18,-10.34,262.43,-12.13,86.60,2.77,2.40,0.37,1.49,2.39,1331.13,0.69,1.13,186.80
11.01.2009 10:00:00,1005.37,-10.25,262.51,-12.23,85.30,2.79,2.38,0.41,1.48,2.37,1330.94,0.61,1.25,185.60
11.01.2009 10:10:00,1005.42,-9.75,263.00,-11.87,84.40,2.91,2.45,0.45,1.52,2.44,1328.45,0.73,1.38,206.20
11.01.2009 10:20:00,1005.46,-9.75,263.00,-12.03,83.30,2.91,2.42,0.49,1.50,2.41,1328.51,0.86,1.38,195.10
11.01.2009 10:30:00,1005.59,-9.46,263.28,-11.94,82.00,2.98,2.44,0.54,1.51,2.43,1327.22,0.89,1.38,188.30
11.01.2009 10:40:00,1005.65,-9.11,263.63,-11.92,79.90,3.06,2.44,0.61,1.51,2.43,1325.53,0.31,1.00,198.10
11.01.2009 10:50:00,1005.71,-8.37,264.36,-11.57,77.50,3.24,2.51,0.73,1.56,2.50,1321.87,0.67,1.00,192.70
11.01.2009 11:00:00,1005.59,-8.18,264.56,-12.11,73.10,3.29,2.41,0.89,1.49,2.39,1320.82,0.73,1.13,136.90
11.01.2009 11:10:00,1005.52,-9.06,263.68,-12.75,74.40,3.07,2.29,0.79,1.41,2.27,1325.19,0.71,1.75,114.40
11.01.2009 11:20:00,1005.35,-9.19,263.57,-12.03,79.70,3.04,2.42,0.62,1.50,2.41,1325.55,1.13,2.13,114.70
11.01.2009 11:30:00,1005.24,-8.62,264.15,-11.72,78.10,3.18,2.48,0.70,1.54,2.47,1322.52,1.20,2.13,161.80
11.01.2009 11:40:00,1005.16,-8.04,264.73,-11.45,76.30,3.33,2.54,0.79,1.57,2.53,1319.50,0.92,1.75,174.90
11.01.2009 11:50:00,1005.05,-7.37,265.41,-11.18,74.00,3.51,2.59,0.91,1.61,2.58,1315.99,0.44,1.25,109.20
11.01.2009 12:00:00,1005.07,-7.12,265.66,-10.97,73.80,3.57,2.64,0.94,1.63,2.62,1314.76,1.08,2.50,160.60
11.01.2009 12:10:00,1004.96,-6.51,266.27,-10.50,73.10,3.75,2.74,1.01,1.70,2.73,1311.55,1.48,2.63,173.30
11.01.2009 12:20:00,1004.84,-5.93,266.86,-10.11,72.10,3.92,2.83,1.09,1.75,2.81,1308.52,1.22,2.13,190.00
11.01.2009 12:30:00,1004.67,-5.42,267.39,-10.11,69.32,4.08,2.83,1.25,1.75,2.81,1305.79,1.38,2.25,178.40
11.01.2009 12:40:00,1004.59,-5.16,267.65,-10.07,68.19,4.16,2.84,1.32,1.76,2.82,1304.41,1.18,2.75,162.40
11.01.2009 12:50:00,1004.48,-4.69,268.13,-9.72,67.65,4.31,2.92,1.39,1.81,2.90,1301.93,2.01,4.38,168.10
11.01.2009 13:00:00,1004.38,-4.55,268.27,-9.61,67.52,4.35,2.94,1.41,1.82,2.93,1301.14,3.04,4.50,176.70
11.01.2009 13:10:00,1004.36,-4.42,268.41,-9.50,67.46,4.40,2.97,1.43,1.84,2.95,1300.45,2.60,3.75,183.00
11.01.2009 13:20:00,1004.29,-4.05,268.78,-9.25,66.90,4.52,3.03,1.50,1.88,3.01,1298.56,1.92,3.25,166.20
11.01.2009 13:30:00,1004.02,-2.88,269.97,-8.42,65.44,4.94,3.23,1.71,2.00,3.22,1292.52,0.96,2.50,193.20
11.01.2009 13:40:00,1003.97,-2.12,270.74,-8.52,61.31,5.23,3.20,2.02,1.99,3.19,1288.80,1.84,3.63,178.30
11.01.2009 13:50:00,1003.82,-2.11,270.76,-8.53,61.21,5.23,3.20,2.03,1.99,3.19,1288.57,1.68,3.25,177.50
11.01.2009 14:00:00,1003.64,-2.72,270.16,-8.70,63.23,5.00,3.16,1.84,1.96,3.15,1291.27,2.95,4.13,174.20
11.01.2009 14:10:00,1003.43,-3.32,269.57,-8.67,66.29,4.78,3.17,1.61,1.97,3.16,1293.89,2.73,4.63,185.80
11.01.2009 14:20:00,1003.34,-3.13,269.77,-8.43,66.61,4.85,3.23,1.62,2.00,3.22,1292.82,2.73,4.50,178.70
11.01.2009 14:30:00,1003.41,-2.66,270.24,-8.18,65.54,5.02,3.29,1.73,2.04,3.28,1290.62,2.08,3.63,188.80
11.01.2009 14:40:00,1003.49,-2.09,270.80,-7.94,64.02,5.24,3.35,1.88,2.08,3.34,1287.97,2.05,3.50,208.80
11.01.2009 14:50:00,1003.46,-1.68,271.21,-7.77,62.93,5.40,3.40,2.00,2.11,3.39,1285.98,1.55,3.00,196.40
11.01.2009 15:00:00,1003.35,-1.31,271.59,-7.65,61.86,5.55,3.43,2.12,2.13,3.42,1284.09,1.94,3.50,199.60
11.01.2009 15:10:00,1003.45,-1.26,271.64,-7.59,61.86,5.57,3.45,2.12,2.14,3.43,1283.94,1.54,2.13,213.70
11.01.2009 15:20:00,1003.59,-1.37,271.51,-7.56,62.52,5.52,3.45,2.07,2.14,3.44,1284.65,1.07,1.88,207.50
11.01.2009 15:30:00,1003.59,-1.08,271.80,-7.40,62.01,5.64,3.50,2.14,2.17,3.49,1283.26,0.97,2.50,196.50
11.01.2009 15:40:00,1003.69,-0.35,272.53,-7.14,59.94,5.96,3.57,2.39,2.22,3.56,1279.90,0.82,2.13,183.50
11.01.2009 15:50:00,1003.73,-0.13,272.74,-7.31,58.23,6.05,3.52,2.53,2.19,3.51,1278.97,1.31,2.25,219.20
11.01.2009 16:00:00,1003.71,-0.33,272.54,-7.24,59.40,5.96,3.54,2.42,2.20,3.53,1279.88,0.92,1.63,216.40
11.01.2009 16:10:00,1003.71,-0.91,271.97,-7.44,61.01,5.72,3.49,2.23,2.16,3.47,1282.61,0.77,1.63,209.00
